0,0
-1.837496,0.788349
-3.606864,1.719626
-5.298609,2.785473
-6.90533,3.975693
-8.421857,5.278951
-9.845185,6.683462
-11.174221,8.177563
-12.409452,9.750151
-13.552582,11.390953
-14.606183,13.090667
-15.573406,14.841009
-16.457739,16.634685
-17.262826,18.465324
-17.992336,20.32739
-18.649869,22.216092
-19.238895,24.127279
-19.762719,26.057366
-20.224457,28.003249
-20.627032,29.962247
-20.973164,31.932001
-21.265384,33.910477
-21.506038,35.895891
-21.697299,37.886675
-21.841173,39.881445
-21.939516,41.878984
-21.994039,43.878207
-22.006324,45.878131
-21.977831,47.877893
-21.909907,49.876708
-21.803797,51.873862
-21.660648,53.868708
-21.481522,55.860644
-21.267398,57.849124
-21.019178,59.833636
-20.737696,61.813707
-20.42372,63.788885
-20.077958,65.758749
-19.701059,67.722894
-19.293622,69.680933
-18.856195,71.632491
-18.389281,73.577206
-17.893336,75.514721
-17.368777,77.444686
-16.81598,79.366754
-16.235285,81.280578
-15.626995,83.185812
-14.99138,85.082104
-14.328675,86.9691
-13.639085,88.846438
-12.922785,90.713745
-12.179916,92.570644
-11.410594,94.416741
-10.614903,96.251631
-9.792904,98.074881
-8.944625,99.886055
-8.070069,101.684688
-7.16921,103.470295
-6.241998,105.242357
-5.288353,107.000334
-4.308169,108.743652
-3.301309,110.471703
-2.267614,112.183834
-1.206893,113.879353
-0.118927,115.55752
0.99653,117.217538
2.139756,118.858555
3.311057,120.479652
4.510767,122.079836
5.739253,123.658034
6.99691,125.213084
8.284164,126.743722
9.601468,128.248573
10.949304,129.726135
12.328183,131.174769
13.738635,132.592675
15.181212,133.977879
16.65648,135.328206
18.165014,136.64126
19.707381,137.914392
21.284135,139.144669
22.895791,140.328843
24.542809,141.463309
26.225549,142.544059
27.944241,143.566646
29.698925,144.526132
31.489386,145.417047
33.315053,146.233345
35.174901,146.968381
37.067302,147.614906
38.989903,148.165097
40.939382,148.610624
42.911296,148.942813
44.899898,149.152883
46.897942,149.232289
48.896644,149.173193
50.885732,148.96901
52.853649,148.615005
54.788005,148.108845
56.676157,147.450997
58.505927,146.644887
60.26632,145.69674
61.94807,144.615182
63.544044,143.410586
65.049349,142.094373
66.461226,140.678343
67.778791,139.174111
69.002703,137.592691
70.134785,135.944243
71.177698,134.237944
72.134642,132.481958
73.009134,130.683461
73.804828,128.848717
74.525388,126.983167
75.174401,125.09152
75.755319,123.17785
76.271425,121.245683
76.725811,119.298066
77.121375,117.337643
77.460814,115.366724
77.746636,113.387312
77.981167,111.401164
78.166557,109.409824
78.304794,107.414654
78.397715,105.416855
78.447016,103.4175
78.454262,101.417551
78.420901,99.417863
78.348265,97.419214
78.237587,95.422303
78.090005,93.427784
77.90657,91.43624
77.688249,89.448217
77.435938,87.46422
77.150462,85.484722
76.832581,83.510168
76.482995,81.540978
76.102349,79.577556
75.691234,77.620286
75.250193,75.669541
74.779721,73.725683
74.280272,71.789068
73.752257,69.860046
73.196048,67.938964
72.61198,66.026166
72.000351,64.122002
71.361426,62.226822
70.695439,60.340982
70.00259,58.464844
69.283049,56.598784
68.536956,54.743178
67.76442,52.898423
66.965525,51.064927
66.140327,49.243122
65.288851,47.433449
64.411095,45.636375
63.507032,43.852389
62.576609,42.082011
61.61974,40.325786
60.636317,38.584293
59.626201,36.858144
58.589228,35.147997
57.525203,33.454549
56.433905,31.778547
55.315083,30.120794
54.168457,28.482151
52.993718,26.863545
51.790526,25.265977
50.558512,23.690532
49.297276,22.138384
48.006391,20.610808
46.685397,19.109196
45.33381,17.635063
43.951118,16.190069
42.536787,14.776034
41.090261,13.394954
39.610975,12.049031
38.098354,10.740688
36.551831,9.472609
34.970856,8.247762
33.354919,7.069437
31.703571,5.941286
30.016465,4.867367
28.29339,3.852185
26.534334,2.900741
24.73955,2.018572
22.909657,1.211796
21.045748,0.487132
19.149527,-0.148098
17.223458,-0.686005
15.270987,-1.118207
13.296705,-1.436003
11.306538,-1.630618
9.307913,-1.693568
7.309804,-1.617135
5.322653,-1.394928
3.358148,-1.022478
1.428742,-0.497774
